,ProductCode,Name,Category,Type,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,AlwaysShowQuantity,InternalNote
5827,757450357566,Pink House Herbalicious 16oz,Mixer,Stock,757450357566,0.0,0.0,Airport,Pink House,,7.0,13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,16oz,,,,,,ACTIVE,,,Yes,0.0,
5830,757450357603,Pink House Sarsaparilla 16oz,Mixer,Stock,757450357603,0.0,0.0,Airport,Pink House,,9.08,13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,16oz,,,,,,ACTIVE,,,Yes,0.0,
5831,757450357689,Pink House Smoldered Bitters 4oz,Bitters,Stock,757450357689,0.0,0.0,Airport,Pink House,,14.0,21.99,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,4oz,,,,,,ACTIVE,,,Yes,0.0,
5847,695521151302,Plantation Grand Reserve 5y 1.75L,Rum,Stock,695521151302,0.0,0.0,Airport,Republic,,18.88,49.99,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,50.9167,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1.75L,DS,,,,,ACTIVE,,,Yes,0.0,
5860,695521152583,Plantation Peru 2010 750ml,Rum,Stock,695521152583,0.0,0.0,Airport,Republic,,0.0,54.99,43.67,43.67,43.67,43.67,43.67,43.67,43.67,43.67,43.67,25.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5869,073854009147,Playing Cards,Retail,Stock,073854009147,0.0,0.0,Airport,Gama,,1.17,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1658,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5876,080480986131,Plume and Petal Peach Spritz 4pk,RTD,Stock,080480986131,0.0,0.0,Pleasant Valley,Southern Glazers Wine & Spirits,TRANSATLANTIC,0.0,13.99,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,4.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,355ml,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5891,842094161225,Polka Dot and Stripe Paper Straw 24 Pack,Bar Tools,Stock,842094161225,0.0,0.0,Airport,True Fabrications,,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5901,761503464514,Portelli Cerasuolo Di Vittoria 750ml,Red Old World,Stock,761503464514,0.0,0.0,Pleasant Valley,Virtuoso,,0.0,14.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,14.94,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5943,601673815818,Proof Black Walnut Syrup 4oz,Mixer,Stock,601673815818,0.0,0.0,Pleasant Valley,Proof Cocktails LLC,,0.0,12.99,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,4.65,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5944,601673815795,Proof Maple Bacon Syrup 4oz,Mixer,Stock,601673815795,0.0,0.0,Pleasant Valley,Proof Cocktails LLC,,0.0,12.99,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,4.65,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5945,601673815856,Proof Pomegranate Syrup 4oz,Mixer,Stock,601673815856,0.0,0.0,Pleasant Valley,Proof Cocktails LLC,,0.0,12.99,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,4.65,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5946,601673815771,Proof Traditional Syrup 4oz,Mixer,Stock,601673815771,0.0,0.0,Pleasant Valley,Proof Cocktails LLC,,0.0,12.99,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,4.65,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5947,601673815863,Proof White Peach Syrup 4oz,Mixer,Stock,601673815863,0.0,0.0,Pleasant Valley,Proof Cocktails LLC,,0.0,12.99,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,4.65,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5949,8437000038153,Protocolo Rose 750ml,Rose,Stock,8437000038153,0.0,0.0,Airport,Victory,,0.0,9.99,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,5.2154,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5959,9780399536168,Punch Drink,Books,Stock,9780399536168,0.0,0.0,Airport,Random House,,13.0,26.0,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,13.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
5962,761503724014,Punta Crena Vermentino 750ml,White,Stock,,0.0,0.0,Pleasant Valley,Rootstock Wines,,0.0,37.99,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,19.8,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5965,094922281418,Puro Verde Reposado 750ml,Tequila,Stock,094922281418,0.0,0.0,Pleasant Valley,Ben E Keith,,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5970,721733100095,Pyrat XO 375ml,Rum,Stock,721733100095,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,8.47,15.99,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,0.0,8.4692,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,Glazers Transatlantic,,,,ACTIVE,,,Yes,0.0,
5972,851694003934,Q Indian Tonic 500ml,Non Alcoholic Beverage,Stock,851694003934,0.0,0.0,Pleasant Valley,Republic,,0.0,2.99,2.25,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,500ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5973,851694003873,Q Spectacular Tonic 500ml,Non Alcoholic Beverage,Stock,851694003873,0.0,0.0,Pleasant Valley,Republic,,0.0,2.99,2.25,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,500ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5974,851694003927,Q Tonic Grapefruit 500ml,Non Alcoholic Beverage,Stock,851694003927,0.0,0.0,Airport,Republic,,0.0,3.49,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,500ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5975,860004266402,Quadrum Red Blend Box 3L,Red New World,Stock,860004266402,0.0,0.0,Airport,Victory,,0.0,17.99,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,17.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,3L,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5980,096749013272,Quality House Vodka 100p 1L,Vodka,Stock,096749013272,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,5.02,9.99,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,5.02,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5993,7807801656,Ra Chand Citrus Press Large J195,Bar Tools,Stock,7807801656,0.0,0.0,Airport,Ra Chand Products,,9.7,18.99,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,9.2153,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5994,7807801655,Ra Chand Citrus Press Small J185,Bar Tools,Stock,7807801655,0.0,0.0,Airport,Ra Chand Products,,5.6,13.99,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,5.32,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6046,630832124751,Real Ale Axis IPA Cans 12 pack,Craft Beer,Stock,630832124751,0.0,0.0,Pleasant Valley,Ben E Keith,,0.0,17.99,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6084,7503008376533,Real Minero Four Blend 750ml,Mezcal,Stock,7503008376533,0.0,0.0,Airport,Victory,,123.74,179.99,143.74,143.74,143.74,143.74,143.74,143.74,143.74,143.74,143.74,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
6091,1234500000179,Real Minero Tobala 750ml,Mezcal,Stock,1234500000179,0.0,0.0,Airport,Victory,,123.74,175.99,143.94,143.94,143.94,143.94,143.94,143.94,143.94,143.94,143.94,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
6093,7503008376458,Real Minero Tripon 750ml,Mezcal,Stock,7503008376458,0.0,0.0,Airport,Victory,,118.99,169.99,126.59,126.59,126.59,126.59,126.59,126.59,126.59,126.59,126.59,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
6106,088352133959,Rebel Yell 100 Proof Bourbon 1L,Whiskey Bourbon/American,Stock,088352133959,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,24.99,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,12.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6108,611269818994,Red Bull 12oz,Non Alcoholic Beverage,Stock,611269818994,0.0,0.0,Airport,HEB,,0.0,2.99,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,3.3749,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6110,611269716467,Red Bull Sugar Free 12oz ,Non Alcoholic Beverage,Stock,611269716467,0.0,0.0,Airport,Restaurant Depot,,0.0,2.99,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.8215,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6136,088004190156,Regans Orange Bitters 10oz,Bitters,Stock,088004190156,0.0,0.0,Airport,Republic,,0.0,14.99,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,6.6572,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,10oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6162,856931008079,Revolution Spirits Cafecito 375ml,Liqueur,Stock,856931008079,0.0,0.0,Airport,Favorite Brands,,11.75,16.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,,,,,ACTIVE,,,Yes,0.0,
6170,856931008109,Revolution Spirits Negroni 200ml,RTD,Stock,856931008109,0.0,0.0,Airport,Favorite Brands,,1.79,9.99,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.6126,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6172,7503018107295,Rey Campero Castilla 750ml,Mezcal,Stock,7503018107295,0.0,0.0,Airport,Victory,,87.49,124.99,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6183,7503018107332,Rey Campero Jabali/Tepextate 750ml,Mezcal,Stock,7503018107332,0.0,0.0,Airport,Victory,,97.29,138.99,105.29,105.29,105.29,105.29,105.29,105.29,105.29,105.29,105.29,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
6271,852437008032,Richards Rainwater Sparkling 12oz Bottles,Non Alcoholic Beverage,Stock,852437008032,0.0,0.0,Airport,Waterfall Beverages,,0.0,1.5,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.7269,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6272,852437008261,Richards Rainwater Still 16oz Can,Non Alcoholic Beverage,Stock,852437008261,0.0,0.0,Airport,Waterfall Beverages,,0.0,1.5,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,0.7174,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16oz,,,,,,ACTIVE,,,Yes,0.0,
6274,9006206323982,Riedel Double Rocks Glass,Glassware,Stock,9006206323982,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6275,9006206529285,Riedel Fizz Glass,Glassware,Stock,9006206529285,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6276,9006206529292,Riedel Highball Glass,Glassware,Stock,9006206529292,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6277,9006206527663,Riedel Longdrink Glass,Glassware,Stock,9006206527663,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6279,9006206529261,Riedel Neat Glass,Glassware,Stock,9006206529261,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6280,9006206529308,Riedel Nick and Nora Glass,Glassware,Stock,9006206529308,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6281,9006206529278,Riedel Rocks Glass,Glassware,Stock,9006206529278,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6282,9006206529315,Riedel Sour Glass,Glassware,Stock,9006206529315,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6283,9006206527632,Riedel Spey Whisky Glass,Glassware,Stock,9006206527632,0.0,0.0,Airport,Crystal of America Riedel,,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.575,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
6290,085592107634,Rio Grande Triple Sec 1L,Liqueur,Stock,085592107634,0.0,0.0,Pleasant Valley,Republic,,0.0,4.99,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6337,289767,Rona Coupe Classic Paris 8oz,Glassware,Stock,289767,0.0,0.0,Airport,Mixology Depot,,3.75,12.0,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,4.5063,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6339,1234500000188,Rona Coupe Vintage Dots 8oz,Glassware,Stock,124132,0.0,0.0,Airport,Mixology Depot,,3.11,12.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.11,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6341,123559,Rona Diamond Cut Beaker,Bar Tools,Stock,123559,0.0,0.0,Airport,Mixology Depot,,22.4,40.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,16.2483,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6343,289766,Rona NIck-Nora Plain 5 1/2 oz,Glassware,Stock,289766,0.0,0.0,Airport,Mixology Depot,,3.45,11.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.1458,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6344,1234500000192,Rona Nick-Nora Vintage Dots 4.5oz,Glassware,Stock,1234500000192,0.0,0.0,Airport,Mixology Depot,,5.0,11.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6346,1234500000194,Rona Stellar Collins 11oz,Glassware,Stock,1234500000194,0.0,0.0,Airport,Mixology Depot,,3.13,7.0,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6347,123457,Rona Unetched Mixing Beaker,Bar Tools,Stock,123457,0.0,0.0,Airport,Mixology Depot,,14.73,27.5,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,10.2225,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6367,850332003633,Royal Rooster Vodka 1L,Vodka,Stock,850332003633,0.0,0.0,Airport,Navarro Trading,,0.0,8.99,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.4,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6370,041152290055,Ruby Kist Orange Juice 5.5oz,Non Alcoholic Beverage,Stock,041152290055,0.0,0.0,Airport,Ben E Keith Foods,,0.0,0.99,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6385,894108001342,Rum Bar Silver 750ml ,Rum,Stock,894108001342,0.0,0.0,Pleasant Valley,Favorite Brands,,0.0,21.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6391,9780760351734,Rum Curious,Books,Stock,9780760351734,0.0,0.0,Airport,Hachette,,12.5,25.0,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,12.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6417,083664869619,Sailor Jerry 50ml,Rum,Stock,083664869619,0.0,0.0,Airport,Republic,,0.6,1.99,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,0.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6418,083664864461,Sailor Jerry 750ml,Rum,Stock,083664864461,0.0,0.0,Airport,Republic,,13.95,19.99,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,9.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6428,680750897732,Saint Liberty Josephines Flat Head River 750ml,Whiskey Rye,Stock,680750897732,0.0,0.0,Airport,Republic,,0.0,59.99,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6435,856972005068,Salmiakki Dala Fernet 1L,Liqueur,Stock,0856972005068,0.0,0.0,Pleasant Valley,Republic,,0.0,39.99,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8261,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6456,9780714872810,Sasha Petraske Regarding Cocktails,Books,Stock,9780714872810,0.0,0.0,Airport,Random House,,20.36,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6472,088004139941,Sazerac Rye 6y shaker Barrel 750ml,Whiskey Rye,Stock,088004139941,0.0,0.0,Airport,Republic,,19.5,29.99,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6478,018797761021,Scar Of The Sea Alicante Bouschet 750ml,Red Old World,Stock,018797761021,0.0,0.0,Pleasant Valley,David Mayfield Selections,,0.0,23.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,23.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6479,01520212022420,Scar Of The Sea Pinot Noir 750ml,Red New World,Stock,01520212022420,0.0,0.0,Pleasant Valley,David Mayfield Selections,,0.0,13.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,27.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6521,700987864267,Sertodo Boot Flask,Bar Tools,Stock,700987864267,0.0,0.0,Airport,Sertodo,,50.0,143.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6522,123582,Sertodo Copper Bar Spoon,Bar Tools,Stock,123582,0.0,0.0,Airport,Sertodo,,11.0,34.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,17.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6523,700987864229,Sertodo Grand Daddy Flask,Bar Tools,Stock,700987864229,0.0,0.0,Airport,Sertodo,,70.0,176.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,83.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
6524,1234500000201,Sertodo Hip Flask,Bar Tools,Stock,1234500000201,0.0,0.0,Airport,Sertodo,,50.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
6525,1234500000202,Sertodo Ice Bowl,Bar Tools,Stock,1234500000202,0.0,0.0,Airport,Sertodo,,55.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
