,ProductName,Airport,Oak Hill,Pleasant Valley,Warehouse
1575,Chouffe Mc Chouffe 4 Pack,0.0,,0.0,
1576,Christian Brothers Sacred Bond 100 750ml,10.0,4.0,5.0,32.0
1577,Church Key,9.0,21.0,106.0,
1578,Cielo Prosecco 750ml,,,0.0,
1579,Cigar City Guayabera Citra Pale Cans 6 Pack,0.0,,0.0,
1580,Cigar City Jai Alai Cans 6 Pack,5.0,0.0,0.0,
1581,Cigar City Maduro Brown Ale Cans 6 Pack,0.0,,,
1582,Cigar City Margarita Gose Cans 6 Pack,0.0,0.0,,
1583,Cigar City Tampa Lager Cans 6 Pack,0.0,,0.0,
1584,Cimarron Blanco 1L,12.0,0.0,1.0,49.0
1585,Cimarron Blanco 375ml,1.0,6.0,0.0,
1586,Cimarron Blanco 750ml,0.0,0.0,0.0,
1587,Cimarron Reposado 1L,0.0,1.0,0.0,64.0
1588,Cimarron Reposado 375ml,4.0,4.0,13.0,
1589,Cinco Sentidos Arroqueno-Tobala Shaker Pick 750ml,18.0,15.0,12.0,15.0
1590,Cinco Sentidos Azul 750ml,0.0,1.0,0.0,1.0
1591,Cinco Sentidos Bicuixe-Espadin Shaker Pick 750ml,0.0,9.0,3.0,7.0
1592,Cinco Sentidos De Horno 750ml,0.0,0.0,0.0,0.0
1593,Cinco Sentidos Ensamble Moonshine Pick 750ml,,,5.0,77.0
1594,Cinco Sentidos Ensamble de 4 Magueyes 750ml,,,2.0,
1595,Cinco Sentidos Espadillon 750ml,0.0,0.0,0.0,0.0
1596,Cinco Sentidos Espadin-Tobaziche 750ml,0.0,1.0,0.0,2.0
1597,Cinco Sentidos Espadín Capon 750ml,0.0,1.0,0.0,
1598,Cinco Sentidos Jabalí-Tobala 750ml,0.0,,0.0,
1599,Cinco Sentidos Mixteca Azul y Pichomel 750ml,,,0.0,
1600,Cinco Sentidos Mixteca Candelillo 750ml,0.0,,0.0,
1601,Cinco Sentidos Mixteca Pechuga de Papalote 750ml,0.0,,0.0,
1602,Cinco Sentidos Mixteca Pichomel y Papalome 750ml,0.0,0.0,0.0,
1603,Cinco Sentidos Mixteca Pizorra 750ml,0.0,,0.0,
1604,Cinco Sentidos Papalome 750ml,0.0,2.0,0.0,0.0
1605,Cinco Sentidos Papalometl 750ml,0.0,0.0,0.0,
1606,Cinco Sentidos Papalote Pizorra y Azul 750ml,0.0,2.0,0.0,0.0
1607,Cinco Sentidos Pechuga Guerrerense 750ml,0.0,1.0,1.0,7.0
1608,Cinco Sentidos Pechuga de Azul 750ml,0.0,0.0,0.0,2.0
1609,Cinco Sentidos Pechuga de Mole Poblano 750ml,0.0,,0.0,
1610,Cinco Sentidos Pichomel 750ml,0.0,0.0,0.0,0.0
1611,Cinco Sentidos Pichomel y Papalome 750ml,1.0,1.0,1.0,0.0
1612,Cinco Sentidos Sierra Negra 750ml,0.0,0.0,1.0,0.0
1613,Cinco Sentidos Tobala 750ml,1.0,2.0,0.0,2.0
1614,Cinco Sentidos Tobala Y Tobaziche 750ml,0.0,0.0,0.0,
1615,Cincoro Anejo 750ml,,,0.0,4.0
1616,Cincoro Blanco 750ml,2.0,,1.0,15.0
1617,Cincoro Extra Anejo 750ml,,,,0.0
1618,Cincoro Reposado 750ml,6.0,,0.0,20.0
1619,Cinq Chemins 750ml,,,6.0,
1620,Cinzano 1757 Vermouth Di Torino Extra Dry 1L,11.0,,6.0,
1621,Cinzano Extra Dry Vermouth 1L,4.0,3.0,2.0,11.0
1622,Cinzano Prosecco 750ml,13.0,,0.0,4.0
1623,Cinzano Rosso Vermouth 1L,7.0,4.0,0.0,26.0
1624,Cio Ciaro Amaro 750ml,3.0,2.0,6.0,9.0
1625,Cirasa Nero D'Avola 750ml,0.0,,0.0,
1626,Ciroc Apple 375ml,0.0,2.0,2.0,
1627,Ciroc Apple 50ml,0.0,,0.0,
1628,Ciroc Apple 750ml,0.0,0.0,14.0,0.0
1629,Ciroc Brandy VS 750ml,0.0,,,
1630,Ciroc Coconut 750ml,0.0,,0.0,
1631,Ciroc Mango 375ml,0.0,0.0,3.0,
1632,Ciroc Mango 750ml,3.0,0.0,0.0,12.0
1633,Ciroc Passion Vodka 750ml,7.0,1.0,12.0,
1634,Ciroc Peach 375ml,1.0,3.0,5.0,
1635,Ciroc Peach 50ml,0.0,,0.0,
1636,Ciroc Peach 750ml,0.0,0.0,0.0,
1637,Ciroc Pineapple 375ml,2.0,4.0,0.0,
1638,Ciroc Pineapple 750ml,0.0,0.0,0.0,
1639,Ciroc Summer Citrus 750ml,0.0,2.0,32.0,
1640,Ciroc Summer Colada 750ml,0.0,,0.0,
1641,Ciroc Vodka 750ml,0.0,0.0,0.0,27.0
1642,Ciroc Watermelon 750ml,0.0,0.0,0.0,
1643,Ciroc White Grape 750ml,0.0,,0.0,
1644,Citadelle Gin 1L,4.0,6.0,4.0,29.0
1645,Citadelle Gin 750ml,,,0.0,
1646,Citadelle No Mistake Old Tom Gin 750ml,0.0,,0.0,
1647,Citadelle Reserve 750ml,1.0,3.0,2.0,4.0
1648,Citrus Jalapeno Salt Rimmer,1.0,5.0,1.0,24.0
1649,City Orchard Cherry 4pk,0.0,0.0,2.0,
1650,City Orchard Lavender 4pk,0.0,0.0,3.0,
1651,City Orchard Mr. Green 4pk,0.0,0.0,6.0,
1652,City Orchard Strawberry Basil 4pk,0.0,,0.0,
1653,Cividina Grappa 1L,,1.0,2.0,6.0
1654,Clairin Communal Spirit of Haiti 750ml,0.0,2.0,0.0,0.0
1655,Clairin Rum Casimir 750ml,0.0,3.0,0.0,2.0
1656,Clairin Rum Le Rocher 750ml,1.0,3.0,0.0,
1657,Clairin Rum Sajous 750ml,2.0,4.0,1.0,0.0
1658,Clairin Rum Vaval 750ml,0.0,2.0,0.0,0.0
1659,Clairin Saint Benevolence 750ml,,,,6.0
1660,Clande Lechuguilla,0.0,0.0,0.0,
1661,Clande Lechuguilla Bienvenido 750ml (Blue),0.0,,1.0,
1662,Clande Lechuguilla Lupe Lopez 750ml (Blue),0.0,,0.0,
1663,Clande Lupe Lopez Sotol 750ml,0.0,0.0,0.0,
1664,Clande Sotol Don Eduardo Desert 750ml,0.0,,0.0,
1665,Clande Sotol Ensamble,0.0,,0.0,
1666,Clase Azul Anejo 750ml,,,0.0,3.0
1667,Clase Azul Anejo Día De Muertos 750ml,,,,0.0
1668,Clase Azul Durango Mezcal 750ml,,,0.0,0.0
1669,Clase Azul Gold 750ml,,0.0,0.0,2.0
1670,Clase Azul Mezcal Guerrero 750ml,,,0.0,7.0
1671,Clase Azul Plata 750ml,5.0,5.0,5.0,4.0
1672,Clase Azul Reposado 1.75L,,,,0.0
1673,Clase Azul Reposado 25 Aniversario 750ml,,,,0.0
1674,Clase Azul Reposado 375ml,,,0.0,
1675,Clase Azul Reposado 750ml,2.0,5.0,4.0,18.0
1676,Clase Azul Ultra 750ml,,1.0,0.0,5.0
1677,Claude Chatelier Cognac VS 750ml,0.0,0.0,0.0,
1678,Clay Shannon Chardonnay 750ml,0.0,0.0,1.0,
1679,Clear Creek Apple Brandy 2y 750ml,0.0,,0.0,
1680,Clear Creek Eau de vie Douglas Fir 375ml,4.0,3.0,5.0,
1681,Clear Creek Pear 750ml (with fruit),0.0,,,
1682,Clear Creek Pear Brandy 750ml (no fruit),0.0,,,
1683,Clear Creek Slivovitz 750ml,0.0,0.0,0.0,0.0
1684,Clear Eyes,23.0,,0.0,
1685,Clement 10y Grand Reserve 750ml,4.0,1.0,4.0,
1686,Clement 15y 750ml,1.0,1.0,1.0,
1687,Clement Canne Bleue Rhum 750ml,0.0,0.0,0.0,0.0
1688,Clement Cask Collection 750ml,0.0,,0.0,
1689,Clement Cask Collection Barrel #237 750ml,2.0,3.0,1.0,0.0
1690,Clement Coconut 750ml,3.0,6.0,0.0,43.0
1691,Clement Creole Shrubb 700ml,1.0,7.0,5.0,8.0
1692,Clement Homere 750ml,0.0,,0.0,
1693,Clement Premiere Cane 750ml,0.0,0.0,0.0,
1694,Clement Rhum Blanc Agricole 1L,6.0,1.0,6.0,28.0
1695,Clement Rhum Blanc Agricole 750ml,6.0,1.0,0.0,29.0
1696,Clement Rhum VSOP 750ml,5.0,2.0,6.0,5.0
1697,Clement Select Barrel 750ml,15.0,2.0,3.0,12.0
1698,Clement Sirop De Canne 750ml,0.0,,0.0,
1699,Clement XO 750ml,1.0,3.0,4.0,8.0
1700,Clipper Full Flavor Kings,35.0,,,
1701,Clipper Menthol Kings,4.0,,,
1702,Clontarf Irish Whiskey 750ml,0.0,,,
1703,Clos de Citots Poire 750ml ,,,8.0,
1704,Clovis Cotes du Rhone 750ml,3.0,6.0,7.0,
1705,Clyde Mays Alabama Whiskey 750ml,0.0,1.0,1.0,15.0
1706,Clynelish 14y 750ml,0.0,1.0,3.0,0.0
1707,CoCo Rum Original 4 Pack,,,,12.0
1708,CoCo Vodka Lime 4 Pack,,,,12.0
1709,CoCo Vodka Original 4 Pack,,,,12.0
1710,CoCo Vodka Pineapple 4 Pack,,,,12.0
1711,Cobrafire Eau De Vie De Rasin 750ml,0.0,1.0,0.0,0.0
1712,Cobrafire Evil Force 750ml,3.0,3.0,2.0,11.0
1713,Coca Cola 20oz Bottle,0.0,0.0,21.0,
1714,Cocchi Americano 750ml,6.0,0.0,11.0,46.0
1715,Cocchi Barolo Chinato 1L,0.0,0.0,0.0,0.0
1716,Cocchi Barolo Chinato 500ml,2.0,2.0,0.0,23.0
1717,Cocchi Brachetto Sparkling Red 750ml,0.0,,,
1718,Cocchi Di Torino 750ml,11.0,3.0,0.0,44.0
1719,Cocchi Dopo Teatro Vermouth Amaro 500ml,0.0,0.0,3.0,0.0
1720,Cocchi Rosa 750ml,5.0,4.0,2.0,31.0
1721,Cocktail & Sons Fassionola 8oz,0.0,0.0,0.0,
1722,Cocktail & Sons Honey Ginger 8oz,0.0,0.0,0.0,
1723,Cocktail & Sons Honeysuckle and Peppercorns 8oz,2.0,0.0,0.0,
1724,Cocktail & Sons Mint and Verbena 8oz,0.0,0.0,0.0,
1725,Cocktail & Sons Oleo Saccharum 8oz,0.0,0.0,0.0,
1726,Cocktail & Sons Spiced Demerara 8oz,2.0,1.0,4.0,
1727,Cocktail Codex,2.0,1.0,2.0,
1728,Cocktail Kingdom Antique Hawthorne,0.0,1.0,0.0,
1729,Cocktail Kingdom Atomizer 30ml,0.0,,0.0,
1730,Cocktail Kingdom Atomizer 50ml,8.0,5.0,7.0,10.0
1731,Cocktail Kingdom Bitters Bottle 100ml Stainless,14.0,13.0,12.0,27.0
1732,Cocktail Kingdom Bitters Bottle 50ml,1.0,0.0,0.0,
1733,Cocktail Kingdom Bitters Bottle Copper 100ml,0.0,,0.0,
1734,Cocktail Kingdom Channel Knife,6.0,5.0,12.0,
1735,Cocktail Kingdom Coco Mesh Strainer Black,12.0,7.0,12.0,0.0
1736,Cocktail Kingdom Coco Mesh Strainer Copper,9.0,7.0,11.0,0.0
1737,Cocktail Kingdom Coco Mesh Strainer Gold,12.0,9.0,7.0,0.0
1738,Cocktail Kingdom Coco Mesh Strainer Stainless,8.0,4.0,1.0,0.0
1739,Cocktail Kingdom Cork Dasher Top,1.0,,,
1740,Cocktail Kingdom Dash Dart Stainless 50ml,1.0,,0.0,
1741,Cocktail Kingdom Ice Ball Mold,13.0,2.0,29.0,
1742,Cocktail Kingdom Ice Mallet,5.0,3.0,6.0,
1743,Cocktail Kingdom Ice Pick,5.0,,0.0,
1744,Cocktail Kingdom Ice Tray 1.25in,14.0,15.0,17.0,0.0
1745,Cocktail Kingdom Ice Tray 2.5in,10.0,10.0,9.0,0.0
1746,Cocktail Kingdom Ice Tray 2in,28.0,20.0,28.0,0.0
1747,Cocktail Kingdom Ice Tray Collins,16.0,4.0,13.0,
1748,Cocktail Kingdom Japanese Jigger .5-.75 oz Black,17.0,12.0,24.0,0.0
1749,Cocktail Kingdom Japanese Jigger .5-.75 oz Copper,12.0,8.0,18.0,0.0
1750,Cocktail Kingdom Japanese Jigger .5-.75 oz Gold,12.0,10.0,16.0,0.0
1751,Cocktail Kingdom Japanese Jigger .5-.75 oz Stainless,16.0,11.0,17.0,4.0
1752,Cocktail Kingdom Japanese Jigger 1-1.5 oz Copper,0.0,,0.0,
1753,Cocktail Kingdom Japanese Jigger 1-1.5 oz Stainless,0.0,,1.0,
1754,Cocktail Kingdom Japanese Jigger 1oz-2oz Black,0.0,0.0,0.0,
1755,Cocktail Kingdom Julep Strainer Black,8.0,6.0,16.0,0.0
1756,Cocktail Kingdom Julep Strainer Copper,17.0,6.0,17.0,0.0
1757,Cocktail Kingdom Julep Strainer Gold,13.0,5.0,16.0,0.0
1758,Cocktail Kingdom Julep Strainer Matte,1.0,4.0,3.0,
1759,Cocktail Kingdom Julep Strainer Stainless,17.0,17.0,24.0,12.0
1760,Cocktail Kingdom Lewis Bag,0.0,0.0,0.0,0.0
1761,Cocktail Kingdom Mixtin Beaker 625ml,4.0,3.0,6.0,0.0
1762,Cocktail Kingdom Navy Grog,3.0,2.0,2.0,0.0
1763,Cocktail Kingdom Pineapple Barspoon Copper,5.0,4.0,5.0,0.0
1764,Cocktail Kingdom Pineapple Barspoon Stainless,2.0,5.0,6.0,
1765,Cocktail Kingdom Pineapple Barspoon Stainless 43.5cm,8.0,2.0,7.0,0.0
1766,Cocktail Kingdom Pitchfork Ice Pick,1.0,,0.0,
1767,Cocktail Kingdom Reck Teck Strainer Stainless,10.0,,1.0,
1768,Cocktail Kingdom Skull  Barspoon Stainless 40cm,10.0,2.0,8.0,0.0
1769,Cocktail Kingdom Skull Barspoon Stainless,4.0,3.0,4.0,
1770,Cocktail Kingdom Swizzle Cup,0.0,,,
1771,Cocktail Kingdom Swizzle Stick,10.0,6.0,11.0,0.0
1772,Cocktail Kingdom Teardrop Barspoon 30cm Black,11.0,6.0,10.0,0.0
1773,Cocktail Kingdom Teardrop Barspoon 30cm Copper,17.0,6.0,10.0,0.0
1774,Cocktail Kingdom Teardrop Barspoon 30cm Gold,11.0,6.0,19.0,0.0
1775,Cocktail Kingdom Teardrop Barspoon 30cm Stainless,24.0,18.0,29.0,4.0
1776,Cocktail Kingdom Teardrop Double Stirrer Copper,0.0,4.0,2.0,
1777,Cocktail Kingdom Teardrop Double Stirrer Gold,1.0,4.0,1.0,
1778,Cocktail Kingdom Teardrop Double Stirrer Stainless,2.0,4.0,1.0,0.0
1779,Cocktail Kingdom Threaded Bitters Bottle 100ml Stainless,,,0.0,
1780,Cocktail Kingdom Trident Barspoon 30cm Stainless,0.0,,,
1781,Cocktail Recipe Journal,1.0,,,
1782,Cocktail Techniques Kazuo Uyeda,1.0,1.0,2.0,
1783,Coco Lopez,24.0,22.0,89.0,1530.0
1784,Codigo 1530 Anejo 750ml,3.0,1.0,1.0,2.0
1785,Codigo 1530 Blanco 750ml,2.0,4.0,2.0,19.0
1786,Codigo 1530 Reposado 750ml,6.0,4.0,5.0,0.0
1787,Codigo Blanco 50ml,,,,0.0
1788,Codigo Rosa 750ml,4.0,9.0,5.0,8.0
1789,Cointreau 1L,4.0,8.0,7.0,191.0
1790,Cointreau 375ml,4.0,9.0,14.0,24.0
1791,Cointreau 50ml,19.0,1.0,38.0,
1792,Cointreau 750ml,0.0,,0.0,1.0
1793,Cointreau Noir 750ml,,,,3.0
1794,Coke 2L,11.0,2.0,0.0,
1795,Coke Can 12oz,162.0,72.0,50.0,35.0
1796,Colectivo Regional Bacanora 750ml,0.0,,0.0,
1797,Colectivo Regional Charanda 750ml,0.0,,,
1798,Colectivo Regional Raicilla 750ml,0.0,,,
1799,Colette Beaujolais Villages 750ml,0.0,,0.0,
1800,Colimita Lager 12oz 6pack,,,,8.0
1801,Collective Brewing Wood Folk 500ml,0.0,,,
1802,Collective Suspicious Delicious 500ml,0.0,,,
1803,Collective Urban Funk House 500ml,0.0,,,
1804,Collins Blue Cheese Olives 8oz,10.0,7.0,6.0,
1805,Collins Cocktail Onions 8oz,19.0,6.0,1.0,
1806,Collins Pimento Olives 8oz,1.0,3.0,11.0,
1807,Collins Vermouth Pimento Olives 8oz,9.0,4.0,2.0,
1808,Combier Abricot 750ml,2.0,6.0,0.0,9.0
1809,Combier Banane 750ml,0.0,4.0,0.0,14.0
1810,Combier Creme de Mure 750ml,0.0,0.0,2.0,6.0
1811,Combier Elicser 375ml,3.0,3.0,4.0,
1812,Combier Fruits Rouges 750ml,2.0,3.0,4.0,7.0
1813,Combier Kummel 750ml,1.0,2.0,5.0,3.0
1814,Combier Le Bleu 750ml,6.0,3.0,3.0,8.0
1815,Combier Orange 1L,6.0,4.0,4.0,33.0
1816,Combier Orange 375ml,9.0,12.0,9.0,
1817,Combier Orange 750ml,0.0,,0.0,
1818,Combier Pamplemousse 750ml,1.0,8.0,5.0,14.0
1819,Combier Pasteque 750ml,7.0,4.0,1.0,12.0
1820,Combier Peche De Vigne 750ml,,,,5.0
1821,Combier Rose Liqueur 750ml,1.0,3.0,3.0,4.0
1822,Combier Royal 1L,0.0,3.0,2.0,20.0
1823,Comisario Anejo 750ml,,,0.0,6.0
1824,Community Brewing Helles Cans 6 Pack,0.0,,,
1825,Community Brewing Witbier Cans 6 Pack,0.0,,,
1826,Community Honey Citrus Blonde 6pk cans,0.0,,,
1827,Community Hop Skinny 6pk cans,0.0,,0.0,
1828,Community Mosaic IPA 6 Pack Cans,5.0,,0.0,
1829,Community Seasonal Cans 6 Pack,0.0,,,
1830,Community South West Imp. Stout 16oz 4 pk cans,0.0,,,
1831,Community Texas Lager 6pk cans,0.0,,0.0,
1832,Community Vodka 750ml,6.0,9.0,11.0,16.0
1833,Commuter Cuvee Pinot Noir 750ml,6.0,9.0,6.0,
1834,Comoz Blanc Vermouth 750ml,3.0,2.0,2.0,7.0
1835,Compass Box 50ml Gift Box Set,0.0,0.0,0.0,
1836,Compass Box Affinity 750ml,0.0,0.0,0.0,
1837,Compass Box Arcana 750ml,0.0,0.0,0.0,
1838,Compass Box Canvas 750ml,1.0,0.0,2.0,
1839,Compass Box Flaming Heart 750ml,3.0,,0.0,
1840,Compass Box Hedonism 750ml,1.0,3.0,2.0,0.0
1841,Compass Box Hedonism Felicitas 750ml,,0.0,0.0,
1842,Compass Box Juveniles 700ml,1.0,0.0,0.0,
1843,Compass Box Magic Cask 750ml,0.0,0.0,0.0,
1844,Compass Box Menagerie 750ml,1.0,1.0,0.0,
1845,Compass Box Myths and Legends 1 750ml,0.0,,0.0,
1846,Compass Box Myths and Legends 2 750ml,0.0,,0.0,
1847,Compass Box Myths and Legends 3 750ml,,,0.0,
1848,Compass Box No Name 2 750ml,0.0,0.0,0.0,
1849,Compass Box No Name 3 750ml,0.0,1.0,3.0,0.0
1850,Compass Box Oak Cross 750ml,0.0,1.0,1.0,
1851,Compass Box Orchard House Malt Whiskey 750ml,1.0,1.0,5.0,
1852,Compass Box Peat Monster 750ml,1.0,,,0.0
1853,Compass Box Rogues Banquet 750ml,0.0,,1.0,
1854,Compass Box Spice Tree Malt 750ml,3.0,2.0,2.0,0.0
1855,Compass Box Stranger & Stranger 750ml,0.0,,0.0,
1856,Compass Box The Circle 750ml,2.0,0.0,0.0,
1857,Compass Box The Spaniard 750ml,2.0,0.0,1.0,0.0
1858,Compass Box Tobias 750ml,0.0,,0.0,
1859,Compass Box Two Columns On Experimental Grain Whisky 750ml,2.0,2.0,2.0,1.0
1860,Compass Box Vellichor 700ml,0.0,,1.0,2.0
1861,Connemara Peated Single Malt 750ml,3.0,6.0,1.0,2.0
1862,Contraluz Cristalino 750ml,,,,6.0
1863,Contratto Americano Rosso 750ml,14.0,4.0,3.0,23.0
1864,Contratto Aperitif 1L,3.0,1.0,3.0,35.0
1865,Contratto Bianco Vermouth 750ml,7.0,10.0,7.0,12.0
1866,Contratto Bitter 1L,7.0,3.0,0.0,11.0
1867,Contratto Fernet 750ml,8.0,2.0,5.0,0.0
1868,Contratto Vermouth Rosso 750ml,7.0,4.0,4.0,13.0
1869,Convite Coyote 750ml,,,0.0,
1870,Convite Esencial 750ml,,,0.0,
1871,Coors Banquet Cans 6 Pack,5.0,0.0,0.0,
1872,Coors Light Bottles 12 Pack,,,0.0,
1873,Coors Light Bottles 6 Pack,5.0,0.0,0.0,32.0
1874,Coors Light Cans 12 Pack,3.0,5.0,0.0,
1875,Coors Light Cans 24 Pack,,,,10.0
1876,Copita Set of 2,20.0,,0.0,
1877,Copita Set of 4,0.0,,0.0,
1878,Copita Single,2.0,15.0,29.0,
1879,Copper & Kings 3 Floyds 750ml,0.0,1.0,0.0,
1880,Copper & Kings Absinthe 750ml,0.0,2.0,0.0,
1881,Copper & Kings American Brandy 750ml,0.0,1.0,0.0,4.0
1882,Copper & Kings Apple Brandy 750ml,0.0,2.0,1.0,10.0
1883,Copper Cocktail Picks,6.0,36.0,6.0,0.0
1884,Copper Dog Blended Malt 750ml,,1.0,0.0,3.0
1885,Corazon Anejo 750ml,,,0.0,1.0
1886,Corazon Blanco 50ml,,2.0,1.0,
1887,Corazon Reposado 1L,,,0.0,0.0
1888,Corn Nuts Chili Picante,29.0,,,
1889,Corner Creek 10y 750ml,0.0,0.0,0.0,
1890,Corner Creek Small Batch 750ml,2.0,1.0,2.0,3.0
1891,Corona 12-pack Cans,,4.0,,
1892,Corona 4-pack 16oz,,6.0,,
1893,Corona Bottles 6 Pack,10.0,,0.0,0.0
1894,Corralejo Anejo 750ml,0.0,6.0,7.0,4.0
1895,Corralejo Blanco 1L,,1.0,,6.0
1896,Corralejo Blanco 750ml,2.0,1.0,4.0,6.0
1897,Corralejo Reposado 750ml,2.0,1.0,3.0,13.0
1898,Cortina Rocks 10.5oz,0.0,,0.0,72.0
1899,Coruba Dark Rum 1L,9.0,4.0,4.0,14.0
1900,Corzano e Paterno Chianti 750ml,1.0,3.0,6.0,
1901,Costa Di Bussia Barolo 750ml,0.0,,0.0,
1902,Cot Boy 750ml,15.0,4.0,1.0,
1903,Cote de Brouilly Cuvee 750ml,0.0,0.0,0.0,
1904,Coteaux des Travers Cairanne 2014 750ml,0.0,,0.0,
1905,Courvoisier VS 1L,,,,0.0
1906,Courvoisier VS 200ml,15.0,0.0,23.0,
1907,Courvoisier VS 375ml,13.0,1.0,17.0,
1908,Courvoisier VS 750ml,5.0,3.0,2.0,9.0
1909,Courvoisier VSOP 1L,11.0,,1.0,24.0
1910,Courvoisier VSOP 200ml,,,0.0,
1911,Courvoisier VSOP 375ml,,,0.0,
1912,Covert Pocket Corkscrew,18.0,8.0,3.0,
1913,Crafthouse Moscow Mule 200ml,0.0,0.0,0.0,0.0
1914,Crafthouse Pineapple Daiquiri 200ml,0.0,1.0,0.0,0.0
1915,Craigellachie 13y 750ml,4.0,7.0,2.0,0.0
1916,Crazy Creatures 750mL,6.0,14.0,6.0,
1917,Creador Barril 750ml,,,,13.0
1918,Creador Espadin 750ml,,,0.0,12.0
1919,Creador Jabali 750ml,,,,12.0
1920,Creador Lumbre 750ml,,,0.0,9.0
1921,Creador Mexican + Espadin 750ml,,,0.0,15.0
1922,Creador Mexicano 750ml,,,,12.0
1923,Cream Of Kentucky 13y 750ml,0.0,0.0,0.0,0.0
1924,Cream Of Kentucky Bonded Rye 750ml,0.0,0.0,2.0,29.0
1925,Cream of Kentucky Single Barrel 750ml,0.0,0.0,0.0,1.0
1926,Creme Yvette Delicieuse 750ml,0.0,0.0,0.0,
1927,Crisp Crude Gold Fashioned 4pk,6.0,20.0,0.0,
1928,Crisp Crude Mellow Mule 4pk,1.0,23.0,0.0,
1929,Crisp Crude Paloma Daydream 4pk,0.0,22.0,0.0,
1930,Crop Cucumber Vodka 750ml,0.0,,0.0,
1931,Crop Meyer Lemon Vodka 750ml,0.0,,0.0,
1932,Crop Organic Vodka 750ml,0.0,,0.0,
1933,Crown Apple 1L,,,0.0,12.0
1934,Crown Apple 375ml,27.0,22.0,8.0,
1935,Crown Apple 750ml,5.0,5.0,1.0,
1936,Crown Peach 750ml,0.0,9.0,9.0,12.0
1937,Crown Royal 1.75L,3.0,6.0,2.0,
1938,Crown Royal 16y Rye 750ml,2.0,0.0,3.0,
1939,Crown Royal 1L,9.0,0.0,10.0,27.0
1940,Crown Royal 200ml,33.0,13.0,0.0,
1941,Crown Royal 375ml,0.0,13.0,22.0,0.0
1942,Crown Royal 50ml,,,0.0,
1943,Crown Royal 750ml,16.0,9.0,0.0,3.0
1944,Crown Royal Apple 50ml,,0.0,,
1945,Crown Royal Black 750ml,0.0,,0.0,
1946,Crown Royal Rye 750ml,0.0,,0.0,
1947,Crown Royal Texan Edition 750ml,0.0,,0.0,
1948,Crown Royal Vanilla 375ml,,,,19.0
1949,Crown Royal Vanilla 50ml,,1.0,,
1950,Crown Royal Vanilla 750ml,,0.0,7.0,
1951,Crown Vanilla 1L,,,0.0,9.0
1952,Crude Apothecary Bitters 2oz,1.0,,0.0,
1953,Crude Attawanhood Bitters 2oz,3.0,1.0,4.0,
1954,Crude Big Bear Bitters 4oz,3.0,4.0,1.0,
1955,Crude Bitterless Marriage 4oz,2.0,2.0,0.0,10.0
1956,Crude Lindsay 4oz,8.0,4.0,4.0,6.0
1957,Crude Lindsay Bitters 2oz,0.0,,0.0,
1958,Crude Pooter 4oz,1.0,1.0,1.0,13.0
1959,Crude Pooter Bitters 2oz,0.0,,0.0,
1960,Crude Rizzo Bitters 4oz,3.0,0.0,2.0,12.0
1961,Crude Sycophant Bitters 4oz,2.0,3.0,2.0,10.0
1962,Crude Tiki 500 Bitters 2oz,4.0,1.0,4.0,
1963,Crumb Scraper,7.0,,18.0,
1964,Cruz De Fuego Espadin 750ml,1.0,1.0,1.0,4.0
1965,Cruzan Aged Light Rum 1L,,,,0.0
1966,Cruzan Aged Rum Dark 1L,0.0,0.0,0.0,12.0
1967,Cruzan Blackstrap 1L,3.0,6.0,8.0,7.0
1968,Cruzan Hurricane Proof Aged Rum 1L,,,,36.0
1969,Cruzan Single Barrel 750ml,,,,6.0
1970,Cuentacuentos Arroqueno A. Robles 750mL,5.0,0.0,2.0,3.0
1971,Cuentacuentos Coyote A. Robles 750mL,4.0,3.0,3.0,2.0
1972,Cuentacuentos Cuishe Serafin 750mL,1.0,1.0,1.0,0.0
1973,Cuentacuentos Espadin Serafin 750mL,5.0,1.0,0.0,0.0
1974,Cuentacuentos Papalote A. Sonido 750mL,2.0,3.0,0.0,0.0
1975,Cuentacuentos Papalote T. Gutierrez 750mL,,,,6.0
1976,Cuentacuentos Tepeztate E. Garcia 750mL,,,,6.0
1977,Cuentacuentos Tobala A. Calvo 750mL,4.0,2.0,4.0,0.0
1978,Cuentacuentos Tobala Everardo 750mL,1.0,2.0,1.0,0.0
1979,Curado Tequila Agave Azul 750ml,,,,6.0
1980,Curado Tequila Cupreata 750ml,,,,6.0
1981,Curado Tequila Espadin 750ml,,,,15.0
1982,Cutty Sark 1L,1.0,2.0,1.0,7.0
1983,Cutty Sark Prohibition Edition 750ml,,,0.0,
1984,Cutwater Mai Tai 4pk,4.0,,,
1985,Cutwater Mango Margarita 4pk,4.0,,0.0,
1986,Cutwater Margarita 4pk,11.0,,0.0,
1987,Cutwater Paloma 4pk,,,0.0,
1988,Cutwater Ranch Water 4pk,,,,0.0
1989,Cutwater Vodka Mule 4pk,4.0,,,
1990,Cuvee 23 Cava 750mL,7.0,14.0,3.0,
1991,Cuvee des Jacobins Flemish Sour 11.2oz,0.0,,,
1992,Cuvelier Los Andes Malbec 2018 750ml ,2.0,9.0,4.0,
1993,Cuvelier Nature 750ml,11.0,12.0,12.0,
1994,Cynar 1L,0.0,13.0,11.0,109.0
1995,Cynar 70 Proof 1L,5.0,3.0,8.0,21.0
1996,Cyrus Noble Bourbon 750ml,4.0,0.0,3.0,
1997,D Bosler Pinot Noir Birdsnest 750mL,,,11.0,
