Product,Total,Mean,Std,Min,Max,50,75,85,Action,ProductSKU,Customer,MinimumBeforeReorder,ReorderQuantity,Unit,RoundedMean,DiffMean,Diff75,Diff85,MeanSavings,75Savings,85Savings
Saint Cyr Pet Nat Rose 750ml,47.0,0.9038461538461539,1.2443660014489826,0.0,4.0,0.0,1.0,2.0,Create/Update,3760071310046,Customer Square 2,2,12,19.99,1.0,1.0,1.0,0.0,19.99,19.99,0.0
Saint James Rhum Paille Gold 750ml,3.0,0.057692307692307696,0.23316068563427214,0.0,1.0,0.0,0.0,0.0,Create/Update,3147699115275,Customer Square 2,3,6,27.99,0.0,3.0,3.0,3.0,83.97,83.97,83.97
Saint Liberty Berties Bear Gulch 750ml,6.0,0.11538461538461539,0.3194855331891568,0.0,1.0,0.0,0.0,0.0,Create/Update,680750897725,Customer Square 2,1,6,42.99,0.0,1.0,1.0,1.0,42.99,42.99,42.99
Sainte Louise Brandy 750ml,34.0,0.6538461538461539,0.8745243846847751,0.0,4.0,0.0,1.0,1.0,Create/Update,040232478666,Customer Square 2,2,6,27.99,1.0,1.0,1.0,1.0,27.99,27.99,27.99
Sake Set 5 Piece,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,876718021497,Customer Square 2,3,6,20.0,0.0,3.0,3.0,3.0,60.0,60.0,60.0
Salers Gentiane 750ml,4.0,0.07692307692307693,0.26646935501059626,0.0,1.0,0.0,0.0,0.0,Create/Update,026757132511,Customer Square 2,3,6,20.99,0.0,3.0,3.0,3.0,62.97,62.97,62.97
Sandeman Fino Sherry 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,080432900437,Customer Square 2,1,6,14.99,0.0,1.0,1.0,1.0,14.99,14.99,14.99
Sandeman Rainwater Madeira 750ml,2.0,0.038461538461538464,0.1923076923076922,0.0,1.0,0.0,0.0,0.0,Create/Update,080432900772,Customer Square 2,1,6,19.99,0.0,1.0,1.0,1.0,19.99,19.99,19.99
Santa Maria Al Monte Amaro 1L,13.0,0.25,0.47535411901185676,0.0,2.0,0.0,0.0,1.0,Create/Update,716898965467,Customer Square 2,2,2,37.99,0.0,2.0,2.0,1.0,75.98,75.98,37.99
Santa Teresa 1796 Solera 750ml,9.0,0.17307692307692307,0.37831376101742337,0.0,1.0,0.0,0.0,1.0,Create/Update,850018114028,Customer Square 2,2,6,52.99,0.0,2.0,2.0,1.0,105.98,105.98,52.99
Santanera Kosher Anejo 750ml,2.0,0.038461538461538464,0.2746703241747251,0.0,2.0,0.0,0.0,0.0,Create/Update,787790867081,Customer Square 2,1,6,97.99,0.0,1.0,1.0,1.0,97.99,97.99,97.99
Santanera Kosher Blanco 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,787790867180,Customer Square 2,1,6,59.99,0.0,1.0,1.0,1.0,59.99,59.99,59.99
Santanera Organic Blanco 750ml,2.0,0.038461538461538464,0.2746703241747251,0.0,2.0,0.0,0.0,0.0,Create/Update,787790867784,Customer Square 2,1,6,104.99,0.0,1.0,1.0,1.0,104.99,104.99,104.99
Santanera Tahona 750ml,2.0,0.038461538461538464,0.19230769230769243,0.0,1.0,0.0,0.0,0.0,Create/Update,787790867685,Customer Square 2,1,6,79.99,0.0,1.0,1.0,1.0,79.99,79.99,79.99
Sardo Vermentino  750ml,13.0,0.25,0.5142208445046514,0.0,2.0,0.0,0.0,1.0,Create/Update,8026058002676,Customer Square 2,2,12,18.99,0.0,2.0,2.0,1.0,37.98,37.98,18.99
Satsuma Shiranami Shochu 750ml,2.0,0.038461538461538464,0.19230769230769235,0.0,1.0,0.0,0.0,0.0,Create/Update,017941000013,Customer Square 2,2,6,24.99,0.0,2.0,2.0,2.0,49.98,49.98,49.98
Sauza Hornitos Reposado 200ml,15.0,0.28846153846153844,0.7926716863663441,0.0,5.0,0.0,0.0,1.0,Create/Update,080686835066,Customer Square 2,6,24,10.99,0.0,6.0,6.0,5.0,65.94,65.94,54.95
Sauza Hornitos Reposado 375ml,10.0,0.19230769230769232,0.4402124285484459,0.0,2.0,0.0,0.0,1.0,Create/Update,080686835035,Customer Square 2,5,12,15.99,0.0,5.0,5.0,4.0,79.95,79.95,63.96
Sauza Hornitos Reposado 750ml,21.0,0.40384615384615385,0.6580745627795647,0.0,3.0,0.0,1.0,1.0,Create/Update,080686835028,Customer Square 2,3,12,26.99,0.0,3.0,2.0,2.0,80.97,53.98,53.98
Sazerac Rye 1.75L,10.0,0.19230769230769232,0.39411349099844595,0.0,1.0,0.0,0.0,1.0,Create/Update,088004021894,Customer Square 2,4,6,48.99,0.0,4.0,4.0,3.0,195.96,195.96,146.97
Sazerac Rye 200ml,9.0,0.17307692307692307,0.3783137610174232,0.0,1.0,0.0,0.0,1.0,Create/Update,088004025007,Customer Square 2,6,12,8.99,0.0,6.0,6.0,5.0,53.94,53.94,44.95
Sazerac Rye 6y 750ml,47.0,0.9038461538461539,1.0239368855364717,0.0,4.0,1.0,1.25,2.0,Create/Update,088004139940,Customer Square 2,18,6,29.99,1.0,17.0,17.0,16.0,509.83,509.83,479.84
Sazerac Rye 6y shaker Barrel 750ml,38.0,0.7307692307692307,1.819925871433999,0.0,7.0,0.0,0.0,2.0,Create/Update,088004139941,Customer Square 2,18,6,29.99,1.0,17.0,18.0,16.0,509.83,539.8199999999999,479.84
Scarlet Ibis 750ml,12.0,0.23076923076923078,0.4647325374459452,0.0,2.0,0.0,0.0,1.0,Create/Update,9024153090856,Customer Square 2,3,6,31.99,0.0,3.0,3.0,2.0,95.97,95.97,63.98
Scarpa Vemouth di Torino 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,7070292731909,Customer Square 2,1,4,44.99,0.0,1.0,1.0,1.0,44.99,44.99,44.99
Schladerer Kirschwasser 750ml,3.0,0.057692307692307696,0.23316068563427192,0.0,1.0,0.0,0.0,0.0,Create/Update,080368402012,Customer Square 2,1,1,41.99,0.0,1.0,1.0,1.0,41.99,41.99,41.99
Schonauer Apfel Liqueur 750ml,2.0,0.038461538461538464,0.19230769230769232,0.0,1.0,0.0,0.0,0.0,Create/Update,080368811111,Customer Square 2,1,2,19.99,0.0,1.0,1.0,1.0,19.99,19.99,19.99
Scrappys Aromatic Bitters 5oz,11.0,0.21153846153846154,0.4530468842072977,0.0,2.0,0.0,0.0,1.0,Create/Update,851561005047,Customer Square 2,2,4,17.99,0.0,2.0,2.0,1.0,35.98,35.98,17.99
Scrappys Firewater Bitters 5oz,23.0,0.4423076923076923,0.6909709316623721,0.0,3.0,0.0,1.0,1.0,Create/Update,851561005085,Customer Square 2,2,12,17.99,0.0,2.0,1.0,1.0,35.98,17.99,17.99
Seagrams 7 1L,31.0,0.5961538461538461,0.7405719043834501,0.0,2.0,0.0,1.0,1.3500000000000014,Create/Update,087000007321,Customer Square 2,3,12,21.99,1.0,2.0,2.0,2.0,43.98,43.98,43.98
Seagrams Gin 1.75L,7.0,0.1346153846153846,0.3413122951788239,0.0,1.0,0.0,0.0,0.0,Create/Update,080432401262,Customer Square 2,4,6,23.99,0.0,4.0,4.0,4.0,95.96,95.96,95.96
Seagrams Gin 1L,5.0,0.09615384615384616,0.29480210993761335,0.0,1.0,0.0,0.0,0.0,Create/Update,080432401255,Customer Square 2,8,12,15.99,0.0,8.0,8.0,8.0,127.92,127.92,127.92
Seagrams Gin 200ml,42.0,0.8076923076923077,1.0568178203103145,0.0,4.0,0.0,1.0,2.0,Create/Update,080432401217,Customer Square 2,20,48,4.99,1.0,19.0,19.0,18.0,94.81,94.81,89.82000000000001
Seagrams Gin 375ml,29.0,0.5576923076923077,0.9284698234287168,0.0,4.0,0.0,1.0,1.0,Create/Update,080432401224,Customer Square 2,15,24,6.99,1.0,14.0,14.0,14.0,97.86,97.86,97.86
Seagrams Gin 750ml,24.0,0.46153846153846156,0.5704768066996664,0.0,2.0,0.0,1.0,1.0,Create/Update,080432401231,Customer Square 2,5,12,13.99,0.0,5.0,4.0,4.0,69.95,55.96,55.96
Seedlip Garden 108 700ml,22.0,0.4230769230769231,1.0441439969614008,0.0,7.0,0.0,1.0,1.0,Create/Update,5060448760015,Customer Square 2,6,6,34.99,0.0,6.0,5.0,5.0,209.94,174.95000000000002,174.95000000000002
Seedlip Grove 42 700ml,33.0,0.6346153846153846,1.209399821810009,0.0,7.0,0.0,1.0,1.0,Create/Update,5060448760350,Customer Square 2,6,6,34.99,1.0,5.0,5.0,5.0,174.95000000000002,174.95000000000002,174.95000000000002
Seedlip Spice 94 700ml,21.0,0.40384615384615385,1.060834493446176,0.0,7.0,0.0,0.25,1.0,Create/Update,5060448760008,Customer Square 2,6,6,34.99,0.0,6.0,6.0,5.0,209.94,209.94,174.95000000000002
Senor Maguey Agave Nectar 750ml,2.0,0.038461538461538464,0.19230769230769243,0.0,1.0,0.0,0.0,0.0,Create/Update,850009098023,Customer Square 2,2,6,22.99,0.0,2.0,2.0,2.0,45.98,45.98,45.98
Senor Sotol Durango 750ml,4.0,0.07692307692307693,0.2664693550105965,0.0,1.0,0.0,0.0,0.0,Create/Update,850009098078,Customer Square 2,2,6,37.99,0.0,2.0,2.0,2.0,75.98,75.98,75.98
Siembra Valles Ancestral 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,850101001136,Customer Square 2,1,1,122.99,0.0,1.0,1.0,1.0,122.99,122.99,122.99
Siembra Valles Blanco 750ml,16.0,0.3076923076923077,0.6661733875264915,0.0,3.0,0.0,0.0,1.0,Create/Update,850101001440,Customer Square 2,2,4,49.99,0.0,2.0,2.0,1.0,99.98,99.98,49.99
Siembra Valles Blanco High Proof 750ml,22.0,0.4230769230769231,0.6890951102757277,-1.0,2.0,0.0,1.0,1.0,Create/Update,850101001310,Customer Square 2,2,2,,0.0,2.0,1.0,1.0,,,
Sierra Due Leoni Pinot Grigio 750ml,35.0,0.6730769230769231,1.1218315012334805,0.0,5.0,0.0,1.0,2.0,Create/Update,666392839057,Customer Square 2,4,12,8.99,1.0,3.0,3.0,2.0,26.97,26.97,17.98
Sierra Norte Black 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,618053113341,Customer Square 2,1,2,59.99,0.0,1.0,1.0,1.0,59.99,59.99,59.99
Sierra Norte Yellow Corn 750ml,2.0,0.038461538461538464,0.19230769230769243,0.0,1.0,0.0,0.0,0.0,Create/Update,618053413342,Customer Square 2,1,2,49.99,0.0,1.0,1.0,1.0,49.99,49.99,49.99
Siete Leguas Anejo 750ml,10.0,0.19230769230769232,0.6213651700539818,0.0,4.0,0.0,0.0,0.0,Create/Update,860240019190,Customer Square 2,2,6,61.99,0.0,2.0,2.0,2.0,123.98,123.98,123.98
Siete Leguas Blanco 750ml,11.0,0.21153846153846154,0.4530468842072978,0.0,2.0,0.0,0.0,1.0,Create/Update,860240018964,Customer Square 2,3,6,55.99,0.0,3.0,3.0,2.0,167.97,167.97,111.98
Siete Leguas Reposado 750ml,12.0,0.23076923076923078,0.504418348023231,0.0,2.0,0.0,0.0,1.0,Create/Update,860240019022,Customer Square 2,3,6,55.99,0.0,3.0,3.0,2.0,167.97,167.97,111.98
Siete Perros Cabernet Sauvignon 750ml,39.0,0.75,1.1909110927223874,0.0,6.0,0.0,1.0,2.0,Create/Update,7804670300018,Customer Square 2,6,12,13.99,1.0,5.0,5.0,4.0,69.95,69.95,55.96
Siglo Cero Pox 750ml,3.0,0.057692307692307696,0.23316068563427192,0.0,1.0,0.0,0.0,0.0,Create/Update,7500326308819,Customer Square 2,1,3,39.99,0.0,1.0,1.0,1.0,39.99,39.99,39.99
Silver Oak Alexander Cabernet Library 750ml,3.0,0.057692307692307696,0.30467268303374734,0.0,2.0,0.0,0.0,0.0,Create/Update,1309413094,Customer Square 2,1,6,112.99,0.0,1.0,1.0,1.0,112.99,112.99,112.99
Silver Oak Napa Cabernet Sauvignon 750ml,7.0,0.1346153846153846,0.34131229517882394,0.0,1.0,0.0,0.0,0.0,Create/Update,785214290750,Customer Square 2,1,12,139.99,0.0,1.0,1.0,1.0,139.99,139.99,139.99
Singani 63 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,7771612000162,Customer Square 2,1,2,33.99,0.0,1.0,1.0,1.0,33.99,33.99,33.99
Singleton 12y 750ml,2.0,0.038461538461538464,0.19230769230769235,0.0,1.0,0.0,0.0,0.0,Create/Update,088076180574,Customer Square 2,2,6,49.99,0.0,2.0,2.0,2.0,99.98,99.98,99.98
Sipsmith Lemon Drizzle Gin 750ml,8.0,0.15384615384615385,0.41065685584735817,0.0,2.0,0.0,0.0,0.0,Create/Update,5060204341809,Customer Square 2,6,6,36.99,0.0,6.0,6.0,6.0,221.94,221.94,221.94
Sipsmith London Dry 750ml,25.0,0.4807692307692308,0.664784077593985,0.0,3.0,0.0,1.0,1.0,Create/Update,720815270039,Customer Square 2,2,6,36.99,0.0,2.0,1.0,1.0,73.98,36.99,36.99
Sipsmith Sloe Gin 750ml,4.0,0.07692307692307693,0.2664693550105963,0.0,1.0,0.0,0.0,0.0,Create/Update,720815270237,Customer Square 2,2,6,41.99,0.0,2.0,2.0,2.0,83.98,83.98,83.98
Sipsmith VJOP 750ml,5.0,0.09615384615384616,0.3540760122984995,0.0,2.0,0.0,0.0,0.0,Create/Update,720815270138,Customer Square 2,1,6,49.99,0.0,1.0,1.0,1.0,49.99,49.99,49.99
Skinos Mastiha 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,789764340132,Customer Square 2,1,2,29.99,0.0,1.0,1.0,1.0,29.99,29.99,29.99
Skrewball Peanut Butter Whiskey 750ml,46.0,0.8846153846153846,0.9126008090542057,0.0,4.0,1.0,1.0,2.0,Create/Update,860265002405,Customer Square 2,1,6,29.99,1.0,0.0,0.0,-1.0,0.0,0.0,-29.99
Skyy Vodka Raspberry 1L,3.0,0.057692307692307696,0.23316068563427197,0.0,1.0,0.0,0.0,0.0,Create/Update,721059631006,Customer Square 2,4,12,20.99,0.0,4.0,4.0,4.0,83.96,83.96,83.96
Slow Luck Non-Alcoholic 750ml,11.0,0.21153846153846154,0.7926716863663438,0.0,5.0,0.0,0.0,0.0,Create/Update,195893155033,Customer Square 2,4,12,27.99,0.0,4.0,4.0,4.0,111.96,111.96,111.96
Smirnoff Vodka 1L,9.0,0.17307692307692307,0.46908888144809496,0.0,2.0,0.0,0.0,0.0,Create/Update,082000000051,Customer Square 2,6,12,21.99,0.0,6.0,6.0,6.0,131.94,131.94,131.94
Smith and Cross Rum 750ml,44.0,0.8461538461538461,1.0448521313235482,0.0,4.0,1.0,1.0,2.0,Create/Update,5021692500949,Customer Square 2,12,12,,1.0,11.0,11.0,10.0,,,
Smithworks Vodka 1L,5.0,0.09615384615384616,0.2948021099376133,0.0,1.0,0.0,0.0,0.0,Create/Update,080432901113,Customer Square 2,4,12,23.99,0.0,4.0,4.0,4.0,95.96,95.96,95.96
Smoke Wagon Small Batch 750ml,40.0,0.7692307692307693,1.234369733529324,0.0,5.0,0.0,1.0,2.0,Create/Update,858764003016,Customer Square 2,1,6,64.99,1.0,0.0,0.0,-1.0,0.0,0.0,-64.99
Smoke Wagon Straight Bourbon 750ml,44.0,0.8461538461538461,1.306560596266387,0.0,6.0,0.0,2.0,2.0,Create/Update,858764003122,Customer Square 2,1,6,33.99,1.0,0.0,-1.0,-1.0,0.0,-33.99,-33.99
Smoke Wagon Uncut Bourbon 750ml,51.0,0.9807692307692307,1.8133096029019236,0.0,6.0,0.0,1.0,3.0,Create/Update,858764003047,Customer Square 2,1,6,85.99,1.0,0.0,0.0,-2.0,0.0,0.0,-171.98
Smooth Ambler Contradiction 92 Proof 750ml,3.0,0.057692307692307696,0.23316068563427192,0.0,1.0,0.0,0.0,0.0,Create/Update,854570002250,Customer Square 2,2,6,44.99,0.0,2.0,2.0,2.0,89.98,89.98,89.98
Smooth Ambler Contradiction Rye 750ml,2.0,0.038461538461538464,0.19230769230769224,0.0,1.0,0.0,0.0,0.0,Create/Update,854570002397,Customer Square 2,2,6,38.99,0.0,2.0,2.0,2.0,77.98,77.98,77.98
Smuggle Set Collapsible Flasks,12.0,0.23076923076923078,0.5412018184411649,0.0,2.0,0.0,0.0,1.0,Create/Update,876718034619,Customer Square 2,6,12,6.5,0.0,6.0,6.0,5.0,39.0,39.0,32.5
Smugglers Cove,10.0,0.19230769230769232,0.44021242854844594,0.0,2.0,0.0,0.0,1.0,Create/Update,9781607747321,Customer Square 2,3,4,30.0,0.0,3.0,3.0,2.0,90.0,90.0,60.0
SoCo GingerBeer 32oz,20.0,0.38461538461538464,1.2427303401079635,0.0,8.0,0.0,0.0,0.3500000000000014,Create/Update,1234500000214,Customer Square 2,6,20,13.0,0.0,6.0,6.0,6.0,78.0,78.0,78.0
Socorro Anejo 750ml,9.0,0.17307692307692307,0.42612538088769897,0.0,2.0,0.0,0.0,0.3500000000000014,Create/Update,698450755467,Customer Square 2,2,6,39.99,0.0,2.0,2.0,2.0,79.98,79.98,79.98
Socorro Blanco 750ml,76.0,1.4615384615384615,1.78089798504465,0.0,9.0,1.0,2.0,3.0,Create/Update,698450753463,Customer Square 2,4,6,33.99,1.0,3.0,2.0,1.0,101.97,67.98,33.99
Socorro Reposado 750ml,30.0,0.5769230769230769,0.6605986168199105,0.0,3.0,0.5,1.0,1.0,Create/Update,698450754460,Customer Square 2,2,6,37.99,1.0,1.0,1.0,1.0,37.99,37.99,37.99
Solerno Blood Orange Liqueur 750ml,2.0,0.038461538461538464,0.19230769230769235,0.0,1.0,0.0,0.0,0.0,Create/Update,083664870202,Customer Square 2,1,6,40.99,0.0,1.0,1.0,1.0,40.99,40.99,40.99
Solo Cup 12 Count,24.0,0.46153846153846156,0.9895907946360462,0.0,4.0,0.0,0.0,1.3500000000000014,Create/Update,041165245066,Customer Square 2,12,24,1.99,0.0,12.0,12.0,11.0,23.88,23.88,21.89
Solo Shot Cups 20pk,62.0,1.1923076923076923,2.019505475819242,0.0,10.0,0.0,2.0,3.0,Create/Update,842094150915,Customer Square 2,24,36,3.0,1.0,23.0,22.0,21.0,69.0,66.0,63.0
Sombra Mezcal Joven 1L,2.0,0.038461538461538464,0.19230769230769243,0.0,1.0,0.0,0.0,0.0,Create/Update,857050005178,Customer Square 2,1,6,39.99,0.0,1.0,1.0,1.0,39.99,39.99,39.99
Soplica Vodka 1L,4.0,0.07692307692307693,0.33085866411702436,0.0,2.0,0.0,0.0,0.0,Create/Update,610563098880,Customer Square 2,36,12,13.99,0.0,36.0,36.0,36.0,503.64,503.64,503.64
Sotol La Higuera Cedrosanum 750ml,6.0,0.11538461538461539,0.3194855331891567,0.0,1.0,0.0,0.0,0.0,Create/Update,799599687654,Customer Square 2,2,2,48.99,0.0,2.0,2.0,2.0,97.98,97.98,97.98
Sotol La Higuera Cucharilla 750ml,2.0,0.038461538461538464,0.19230769230769237,0.0,1.0,0.0,0.0,0.0,Create/Update,613739981474,Customer Square 2,0,2,157.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sotol La Higuera Leiophyllum 750ml,14.0,0.2692307692307692,0.48498154665071114,0.0,2.0,0.0,0.25,1.0,Create/Update,799599687661,Customer Square 2,2,2,48.99,0.0,2.0,2.0,1.0,97.98,97.98,48.99
Sotol La Higuera Texanum 750mL,2.0,0.038461538461538464,0.19230769230769243,0.0,1.0,0.0,0.0,0.0,Create/Update,613739981481,Customer Square 2,1,3,52.99,0.0,1.0,1.0,1.0,52.99,52.99,52.99
Sotol La Higuera Wheeleri 750ml,7.0,0.1346153846153846,0.43979217792420267,0.0,2.0,0.0,0.0,0.0,Create/Update,799599687647,Customer Square 2,2,2,37.99,0.0,2.0,2.0,2.0,75.98,75.98,75.98
Southold Don't Forget to Soar 750ml,22.0,0.4230769230769231,0.6890951102757278,0.0,2.0,0.0,1.0,1.0,Create/Update,636665075024,Customer Square 2,2,6,19.99,0.0,2.0,1.0,1.0,39.98,19.99,19.99
Southold Farm Basics of Life 750ml,20.0,0.38461538461538464,0.7378202343558028,0.0,4.0,0.0,1.0,1.0,Create/Update,636665075031,Customer Square 2,2,6,23.99,0.0,2.0,1.0,1.0,47.98,23.99,23.99
Southold Forgotten Dreams 750ml,56.0,1.0769230769230769,1.4524005837307088,0.0,6.0,0.5,2.0,2.0,Create/Update,636665074850,Customer Square 2,2,12,22.99,1.0,1.0,0.0,0.0,22.99,0.0,0.0
Speakeasy Book,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,9781580082532,Customer Square 2,2,3,24.99,0.0,2.0,2.0,2.0,49.98,49.98,49.98
Spiegelau 12.9oz Willsberg Whiskey Glass,6.0,0.11538461538461539,0.4663213712685439,0.0,3.0,0.0,0.0,0.0,Create/Update,1416186,Customer Square 2,4,12,12.0,0.0,4.0,4.0,4.0,48.0,48.0,48.0
Spiegelau 5.8oz Martini Glass,26.0,0.5,1.2009611535381535,0.0,5.0,0.0,0.0,1.3500000000000014,Create/Update,124112,Customer Square 2,12,12,12.0,0.0,12.0,12.0,11.0,144.0,144.0,132.0
Spiegelau 8.3oz Coupe Glass,41.0,0.7884615384615384,1.9148864041578038,0.0,12.0,0.0,1.0,2.0,Create/Update,124111,Customer Square 2,24,12,12.0,1.0,23.0,23.0,22.0,276.0,276.0,264.0
Spiegelau Champ Flute,27.0,0.5192307692307693,1.6111437005024218,0.0,8.0,0.0,0.0,0.3500000000000014,Create/Update,223399,Customer Square 2,8,12,10.0,1.0,7.0,8.0,8.0,70.0,80.0,80.0
Spiegelau Collins Glass,3.0,0.057692307692307696,0.3046726830337474,0.0,2.0,0.0,0.0,0.0,Create/Update,124113,Customer Square 2,8,12,12.0,0.0,8.0,8.0,8.0,96.0,96.0,96.0
Spiegelau Double Rocks Glass,36.0,0.6923076923076923,1.3521842947113047,0.0,6.0,0.0,1.0,2.0,Create/Update,124114,Customer Square 2,12,12,12.0,1.0,11.0,11.0,10.0,132.0,132.0,120.0
Spiegelau Mixing Beaker,4.0,0.07692307692307693,0.3308586641170242,0.0,2.0,0.0,0.0,0.0,Create/Update,4003322257783,Customer Square 2,6,6,45.0,0.0,6.0,6.0,6.0,270.0,270.0,270.0
Spiegelau Red Wine Glass,12.0,0.23076923076923078,0.6683902768070291,0.0,4.0,0.0,0.0,0.3500000000000014,Create/Update,124115,Customer Square 2,8,8,10.0,0.0,8.0,8.0,8.0,80.0,80.0,80.0
Spiegelau Single Rocks Glass,42.0,0.8076923076923077,1.4010773538528452,0.0,8.0,0.0,1.25,2.0,Create/Update,124124,Customer Square 2,12,12,12.0,1.0,11.0,11.0,10.0,132.0,132.0,120.0
Spiegelau White Wine Glass,11.0,0.21153846153846154,0.6603186428226689,0.0,4.0,0.0,0.0,0.0,Create/Update,124116,Customer Square 2,8,12,10.0,0.0,8.0,8.0,8.0,80.0,80.0,80.0
Spritz Book,3.0,0.057692307692307696,0.2331606856342719,0.0,1.0,0.0,0.0,0.0,Create/Update,9781607748854,Customer Square 2,2,2,18.99,0.0,2.0,2.0,2.0,37.98,37.98,37.98
St Agrestis Amaro 750ml,7.0,0.1346153846153846,0.341312295178824,0.0,1.0,0.0,0.0,0.0,Create/Update,040232339684,Customer Square 2,2,4,41.99,0.0,2.0,2.0,2.0,83.98,83.98,83.98
St Agrestis Bitter Inferno 750ml,12.0,0.23076923076923078,0.5044183480232309,0.0,2.0,0.0,0.0,1.0,Create/Update,040232339677,Customer Square 2,2,4,37.99,0.0,2.0,2.0,1.0,75.98,75.98,37.99
St Agrestis Negroni BIB,14.0,0.2692307692307692,0.653846153846154,0.0,4.0,0.0,0.0,1.0,Create/Update,040232339639,Customer Square 2,1,6,54.99,0.0,1.0,1.0,0.0,54.99,54.99,0.0
St Agrestis Negroni Single 100ml,34.0,0.6538461538461539,1.5551974322427475,0.0,8.0,0.0,0.0,1.3500000000000014,Create/Update,040232227998,Customer Square 2,4,24,6.99,1.0,3.0,4.0,3.0,20.97,27.96,20.97
St Elizabeth Allspice Dram 750ml,10.0,0.19230769230769232,0.5202980484026414,0.0,3.0,0.0,0.0,0.3500000000000014,Create/Update,9024153090863,Customer Square 2,3,6,30.99,0.0,3.0,3.0,3.0,92.97,92.97,92.97
St Elmo Carl Kolsch Cans 6 Pack,153.0,2.9423076923076925,4.95911538923899,0.0,30.0,0.0,5.0,6.350000000000001,Create/Update,860003360804,Customer Square 2,4,4,9.99,3.0,1.0,-1.0,-2.0,9.99,-9.99,-19.98
St George Absinthe Vert 200ml,26.0,0.5,0.7721099961494128,0.0,3.0,0.0,1.0,1.0,Create/Update,027724602006,Customer Square 2,2,6,21.99,0.0,2.0,1.0,1.0,43.98,21.99,21.99
St George Absinthe Vert 750ml,6.0,0.11538461538461539,0.31948553318915657,0.0,1.0,0.0,0.0,0.0,Create/Update,027724607506,Customer Square 2,2,6,59.99,0.0,2.0,2.0,2.0,119.98,119.98,119.98
St George Aqua Perfecta 750ml,3.0,0.057692307692307696,0.23316068563427192,0.0,1.0,0.0,0.0,0.0,Create/Update,027724557504,Customer Square 2,1,6,39.99,0.0,1.0,1.0,1.0,39.99,39.99,39.99
St George Baller Single Malt 750ml,19.0,0.36538461538461536,0.6801822763010534,0.0,3.0,0.0,1.0,1.0,Create/Update,027724387507,Customer Square 2,2,6,49.99,0.0,2.0,1.0,1.0,99.98,49.99,49.99
St George Breaking & Entering 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,027724947503,Customer Square 2,2,6,46.99,0.0,2.0,2.0,2.0,93.98,93.98,93.98
St George Bruto Americano 750ml,32.0,0.6153846153846154,0.9020030307352744,0.0,3.0,0.0,1.0,1.0,Create/Update,027724197502,Customer Square 2,3,6,34.99,1.0,2.0,2.0,2.0,69.98,69.98,69.98
St George Cali Citrus Vodka 750ml,4.0,0.07692307692307693,0.26646935501059643,0.0,1.0,0.0,0.0,0.0,Create/Update,027724027502,Customer Square 2,2,6,32.99,0.0,2.0,2.0,2.0,65.98,65.98,65.98
St George California Shochu 750ml,1.0,0.019230769230769232,0.1373351620873625,0.0,1.0,0.0,0.0,0.0,Create/Update,027724737500,Customer Square 2,1,6,41.99,0.0,1.0,1.0,1.0,41.99,41.99,41.99
St George Gin Botanivore  200ml,14.0,0.2692307692307692,0.5586861171666904,0.0,2.0,0.0,0.0,1.0,Create/Update,027724202008,Customer Square 2,2,6,11.99,0.0,2.0,2.0,1.0,23.98,23.98,11.99
St George Gin Botanivore 750ml,41.0,0.7884615384615384,0.987158674439277,0.0,4.0,0.0,1.0,2.0,Create/Update,027724207508,Customer Square 2,3,6,34.99,1.0,2.0,2.0,1.0,69.98,69.98,34.99
St George Gin Dry Rye 200ml,2.0,0.038461538461538464,0.1923076923076923,0.0,1.0,0.0,0.0,0.0,Create/Update,027724212007,Customer Square 2,2,6,11.99,0.0,2.0,2.0,2.0,23.98,23.98,23.98
St George Gin Dry Rye 750ml,4.0,0.07692307692307693,0.2664693550105965,0.0,1.0,0.0,0.0,0.0,Create/Update,027724217507,Customer Square 2,2,6,34.99,0.0,2.0,2.0,2.0,69.98,69.98,69.98
St George Gin Dry Rye Reposado 750ml,2.0,0.038461538461538464,0.19230769230769237,0.0,1.0,0.0,0.0,0.0,Create/Update,027724287500,Customer Square 2,2,6,45.99,0.0,2.0,2.0,2.0,91.98,91.98,91.98
St George Gin Terroir 200ml,6.0,0.11538461538461539,0.3748767055695756,0.0,2.0,0.0,0.0,0.0,Create/Update,027724222006,Customer Square 2,2,6,11.99,0.0,2.0,2.0,2.0,23.98,23.98,23.98
